답변,지능
나는 공인 회계사이 되고 싶어요,수리
나는 공인 회계사이 될 거예요,수리
나는 회계 감시원이 되고 싶어요,수리
나는 회계 감시원이 될 거예요,수리
나는 법조인이 되고 싶어요,수리
나는 법조인이 될 거예요,수리
나는 아인슈타인처럼 되고 싶어요,수리
나는 아인슈타인처럼 될 거예요,수리
나는 스티븐 호킹처럼 되고 싶어요,수리
나는 스티븐 호킹처럼 될 거예요,수리
나는 빌 게이츠처럼 되고 싶어요,수리
나는 빌 게이츠처럼 될 거예요,수리
나는 안철수처럼 되고 싶어요,수리
나는 안철수처럼 될 거예요,수리
나는 뉴튼처럼 되고 싶어요,수리
나는 뉴튼처럼 될 거예요,수리
나는 고산처럼 되고 싶어요,수리
나는 고산처럼 될 거예요,수리
나는 마르쿠스 페르손처럼 되고 싶어요,수리
나는 마르쿠스 페르손처럼 될 거예요,수리
나는 마리 퀴리처럼 되고 싶어요,수리
나는 마리 퀴리처럼 될 거예요,수리
나는 손정의처럼 되고 싶어요,수리
나는 손정의처럼 될 거예요,수리
나는 스티브 잡스처럼 되고 싶어요,수리
나는 스티브 잡스처럼 될 거예요,수리
나는 윤생진처럼 되고 싶어요,수리
나는 윤생진처럼 될 거예요,수리
나는 이국종처럼 되고 싶어요,수리
나는 이국종처럼 될 거예요,수리
나는 이상묵처럼 되고 싶어요,수리
나는 이상묵처럼 될 거예요,수리
나는 조장희처럼 되고 싶어요,수리
나는 조장희처럼 될 거예요,수리
나는 채연석처럼 되고 싶어요,수리
나는 채연석처럼 될 거예요,수리
나는 표창원처럼 되고 싶어요,수리
나는 표창원처럼 될 거예요,수리
나는 에디슨처럼 되고 싶어요,수리
나는 에디슨처럼 될 거예요,수리
나는 갈릴레이처럼 되고 싶어요,수리
나는 갈릴레이처럼 될 거예요,수리
나는 정약용처럼 되고 싶어요,수리
나는 정약용처럼 될 거예요,수리
나는 장영실처럼 되고 싶어요,수리
나는 장영실처럼 될 거예요,수리
나는 우장춘처럼 되고 싶어요,수리
나는 우장춘처럼 될 거예요,수리
나는 퀴리 부인처럼 되고 싶어요,수리
나는 퀴리 부인처럼 될 거예요,수리
나는 송유근처럼 되고 싶어요,수리
나는 송유근처럼 될 거예요,수리
구구단 하는게 좋아,수리
구구단 하는게 신나,수리
구구단 하는게 재밌어,수리
오늘 구구단 하는게 재밌었어,수리
오늘 구구단 하는게 신났어,수리
오늘 구구단 하는게 좋았어,수리
구구단 배우는게 좋아,수리
구구단 배우는게 신나,수리
구구단 배우는게 재밌어,수리
